,dbID,atcClassification,id
271,DB00282,"M05BA03,M05BA,M05B,M05,M,Drug",CHEMBL834
272,DB00283,"D04AA14,D04AA,D04A,D04,D,Drug;R06AA54,R06AA,R06A,R06,R,Drug;R06AA04,R06AA,R06A,R06,R,Drug",CHEMBL1626
273,DB00284,"A10BD17,A10BD,A10B,A10,A,Drug;A10BF01,A10BF,A10B,A10,A,Drug",CHEMBL1566
274,DB00285,"N06AX16,N06AX,N06A,N06,N,Drug",CHEMBL637
275,DB00286,"G03CA57,G03CA,G03C,G03,G,Drug;G03CC07,G03CC,G03C,G03,G,Drug",CHEMBL2106240
276,DB00287,"S01EE04,S01EE,S01E,S01,S,Drug",CHEMBL1200799
277,DB00288,"D07AC11,D07AC,D07A,D07,D,Drug",CHEMBL1200732
278,DB00289,"N06BA09,N06BA,N06B,N06,N,Drug",CHEMBL641
279,DB00290,"L01DC01,L01DC,L01D,L01,L,Drug",CHEMBL403664
280,DB00291,"L01AA02,L01AA,L01A,L01,L,Drug",CHEMBL515
281,DB00292,"N01AX07,N01AX,N01A,N01,N,Drug",CHEMBL681
282,DB00293,"L01BA03,L01BA,L01B,L01,L,Drug",CHEMBL225071
283,DB00294,"G03AC08,G03AC,G03A,G03,G,Drug",CHEMBL1531
284,DB00295,"A07DA52,A07DA,A07D,A07,A,Drug;N02AA51,N02AA,N02A,N02,N,Drug;N02AA01,N02AA,N02A,N02,N,Drug;N02AG01,N02AG,N02A,N02,N,Drug",CHEMBL70
285,DB00296,"N01BB09,N01BB,N01B,N01,N,Drug",CHEMBL1077896
286,DB00297,"N01BB01,N01BB,N01B,N01,N,Drug;N01BB59,N01BB,N01B,N01,N,Drug;N01BB51,N01BB,N01B,N01,N,Drug",CHEMBL1098
287,DB00298,"S01EX02,S01EX,S01E,S01,S,Drug",CHEMBL1201216
288,DB00299,"D06BB06,D06BB,D06B,D06,D,Drug;J05AB13,J05AB,J05A,J05,J,Drug",CHEMBL1540
289,DB00300,"J05AR27,J05AR,J05A,J05,J,Drug;J05AF07,J05AF,J05A,J05,J,Drug;J05AR08,J05AR,J05A,J05,J,Drug;J05AR11,J05AR,J05A,J05,J,Drug;J05AR09,J05AR,J05A,J05,J,Drug;J05AR06,J05AR,J05A,J05,J,Drug;J05AR24,J05AR,J05A,J05,J,Drug;J05AR12,J05AR,J05A,J05,J,Drug;J05AR03,J05AR,J05A,J05,J,Drug",CHEMBL1538
290,DB00301,"J01CR50,J01CR,J01C,J01,J,Drug;J01CF05,J01CF,J01C,J01,J,Drug",CHEMBL222645
291,DB00302,"B02AA02,B02AA,B02A,B02,B,Drug",CHEMBL877
292,DB00303,"J01DH03,J01DH,J01D,J01,J,Drug",CHEMBL1359
293,DB00304,"G03AC09,G03AC,G03A,G03,G,Drug;G03FB10,G03FB,G03F,G03,G,Drug;G03AB05,G03AB,G03A,G03,G,Drug;G03AA09,G03AA,G03A,G03,G,Drug",CHEMBL1533
294,DB00305,"L01DC03,L01DC,L01D,L01,L,Drug",CHEMBL105
295,DB00306,"N05CA07,N05CA,N05C,N05,N,Drug",CHEMBL1200802
296,DB00307,"L01XF03,L01XF,L01X,L01,L,Drug",CHEMBL1023
297,DB00308,"C01BD05,C01BD,C01B,C01,C,Drug",CHEMBL533
298,DB00309,"L01CA03,L01CA,L01C,L01,L,Drug",CHEMBL238071
299,DB00310,"G01AE10,G01AE,G01A,G01,G,Drug;C03EA06,C03EA,C03E,C03,C,Drug;C03BB04,C03BB,C03B,C03,C,Drug;C03BA04,C03BA,C03B,C03,C,Drug",CHEMBL1055
300,DB00311,Drug,CHEMBL18
301,DB00312,"N05CB01,N05CB,N05C,N05,N,Drug;N05CA01,N05CA,N05C,N05,N,Drug",CHEMBL448
302,DB00313,"N03AG01,N03AG,N03A,N03,N,Drug",CHEMBL109
303,DB00314,"J04AB30,J04AB,J04A,J04,J,Drug",CHEMBL2303634
304,DB00315,"N02CC03,N02CC,N02C,N02,N,Drug",CHEMBL1185
305,DB00316,"N02BE71,N02BE,N02B,N02,N,Drug;N02BE01,N02BE,N02B,N02,N,Drug;N02AJ13,N02AJ,N02A,N02,N,Drug;N02AJ17,N02AJ,N02A,N02,N,Drug;N02BE51,N02BE,N02B,N02,N,Drug;N02AJ06,N02AJ,N02A,N02,N,Drug;N02AJ01,N02AJ,N02A,N02,N,Drug",CHEMBL112
306,DB00317,"L01EB01,L01EB,L01E,L01,L,Drug",CHEMBL939
307,DB00318,"N02AA79,N02AA,N02A,N02,N,Drug;R05DA04,R05DA,R05D,R05,R,Drug;N02AA59,N02AA,N02A,N02,N,Drug;N02AJ08,N02AJ,N02A,N02,N,Drug;N02AJ06,N02AJ,N02A,N02,N,Drug;N02AJ07,N02AJ,N02A,N02,N,Drug",CHEMBL485
308,DB00319,"J01CR50,J01CR,J01C,J01,J,Drug;J01CA12,J01CA,J01C,J01,J,Drug",CHEMBL702
309,DB00320,"N02CA51,N02CA,N02C,N02,N,Drug;N02CA01,N02CA,N02C,N02,N,Drug",CHEMBL1732
310,DB00321,"N06AA09,N06AA,N06A,N06,N,Drug;N06CA01,N06CA,N06C,N06,N,Drug",CHEMBL629
311,DB00322,"L01BC09,L01BC,L01B,L01,L,Drug",CHEMBL917
312,DB00323,"N04BX01,N04BX,N04B,N04,N,Drug",CHEMBL1324
313,DB00324,"D07XB04,D07XB,D07X,D07,D,Drug;D07AB06,D07AB,D07A,D07,D,Drug;S01BA07,S01BA,S01B,S01,S,Drug;S01BB03,S01BB,S01B,S01,S,Drug;C05AA06,C05AA,C05A,C05,C,Drug;D07CB03,D07CB,D07C,D07,D,Drug;S01CB05,S01CB,S01C,S01,S,Drug;S01CA07,S01CA,S01C,S01,S,Drug;D10AA01,D10AA,D10A,D10,D,Drug",CHEMBL1200600
314,DB00325,"C02DD01,C02DD,C02D,C02,C,Drug",CHEMBL2097081
315,DB00326,"A12AA10,A12AA,A12A,A12,A,Drug",CHEMBL1237066
316,DB00327,"N02AA53,N02AA,N02A,N02,N,Drug;N02AA03,N02AA,N02A,N02,N,Drug;N02AG04,N02AG,N02A,N02,N,Drug",CHEMBL398707
317,DB00328,"S01CC02,S01CC,S01C,S01,S,Drug;M01AB51,M01AB,M01A,M01,M,Drug;S01BC01,S01BC,S01B,S01,S,Drug;M02AA23,M02AA,M02A,M02,M,Drug;M01AB01,M01AB,M01A,M01,M,Drug;C01EB03,C01EB,C01E,C01,C,Drug",CHEMBL6
318,DB00330,"J04AK02,J04AK,J04A,J04,J,Drug;J04AM03,J04AM,J04A,J04,J,Drug;J04AM06,J04AM,J04A,J04,J,Drug;J04AM07,J04AM,J04A,J04,J,Drug",CHEMBL44884
319,DB00331,"A10BD23,A10BD,A10B,A10,A,Drug;A10BD02,A10BD,A10B,A10,A,Drug;A10BD18,A10BD,A10B,A10,A,Drug;A10BD11,A10BD,A10B,A10,A,Drug;A10BD25,A10BD,A10B,A10,A,Drug;A10BA02,A10BA,A10B,A10,A,Drug;A10BD22,A10BD,A10B,A10,A,Drug;A10BD14,A10BD,A10B,A10,A,Drug;A10BD16,A10BD,A10B,A10,A,Drug;A10BD17,A10BD,A10B,A10,A,Drug;A10BD05,A10BD,A10B,A10,A,Drug;A10BD15,A10BD,A10B,A10,A,Drug;A10BD07,A10BD,A10B,A10,A,Drug;A10BD10,A10BD,A10B,A10,A,Drug;A10BD13,A10BD,A10B,A10,A,Drug;A10BD26,A10BD,A10B,A10,A,Drug;A10BD20,A10BD,A10B,A10,A,Drug;A10BD08,A10BD,A10B,A10,A,Drug;A10BD27,A10BD,A10B,A10,A,Drug;A10BD03,A10BD,A10B,A10,A,Drug",CHEMBL1431
320,DB00332,"R03BB01,R03BB,R03B,R03,R,Drug;R01AX03,R01AX,R01A,R01,R,Drug;R03AL01,R03AL,R03A,R03,R,Drug;R03AL02,R03AL,R03A,R03,R,Drug",CHEMBL1621597
321,DB00333,"N07BC02,N07BC,N07B,N07,N,Drug;N02AC52,N02AC,N02A,N02,N,Drug",CHEMBL651
322,DB00334,"N05AH03,N05AH,N05A,N05,N,Drug",CHEMBL715
323,DB00335,"C07CB53,C07CB,C07C,C07,C,Drug;C07AB03,C07AB,C07A,C07,C,Drug;C07FB03,C07FB,C07F,C07,C,Drug;C07DB01,C07DB,C07D,C07,C,Drug;C07BB03,C07BB,C07B,C07,C,Drug;C07CB03,C07CB,C07C,C07,C,Drug",CHEMBL24
324,DB00336,"B05CA03,B05CA,B05C,B05,B,Drug;S02AA02,S02AA,S02A,S02,S,Drug;D08AF01,D08AF,D08A,D08,D,Drug;D09AA03,D09AA,D09A,D09,D,Drug;S01AX04,S01AX,S01A,S01,S,Drug;P01CC02,P01CC,P01C,P01,P,Drug",CHEMBL869
325,DB00337,"D11AH02,D11AH,D11A,D11,D,Drug",CHEMBL1200686
326,DB00338,"A02BC01,A02BC,A02B,A02,A,Drug;A02BD05,A02BD,A02B,A02,A,Drug;A02BD16,A02BD,A02B,A02,A,Drug;A02BD01,A02BD,A02B,A02,A,Drug",CHEMBL1503
327,DB00339,"J04AK01,J04AK,J04A,J04,J,Drug;J04AM06,J04AM,J04A,J04,J,Drug;J04AM05,J04AM,J04A,J04,J,Drug",CHEMBL614
328,DB00340,"N04AA03,N04AA,N04A,N04,N,Drug",CHEMBL1201342
329,DB00341,"S01GX12,S01GX,S01G,S01,S,Drug;R06AE07,R06AE,R06A,R06,R,Drug",CHEMBL1000
330,DB00342,"R06AX12,R06AX,R06A,R06,R,Drug",CHEMBL17157
331,DB00343,"C08DB01,C08DB,C08D,C08,C,Drug;C05AE03,C05AE,C05A,C05,C,Drug",CHEMBL23
332,DB00344,"N06AA11,N06AA,N06A,N06,N,Drug",CHEMBL668
333,DB00345,"V04CH30,V04CH,V04C,V04,V,Drug",CHEMBL463
334,DB00346,"G04CA01,G04CA,G04C,G04,G,Drug;G04CA51,G04CA,G04C,G04,G,Drug",CHEMBL709
335,DB00347,"N03AC02,N03AC,N03A,N03,N,Drug",CHEMBL695
336,DB00348,"A16AX04,A16AX,A16A,A16,A,Drug",CHEMBL1337
337,DB00349,"N05BA09,N05BA,N05B,N05,N,Drug",CHEMBL70418
338,DB00350,"D11AX01,D11AX,D11A,D11,D,Drug;C02DC01,C02DC,C02D,C02,C,Drug",CHEMBL802
339,DB00351,"G03FB04,G03FB,G03F,G03,G,Drug;G03DB02,G03DB,G03D,G03,G,Drug;G03FA08,G03FA,G03F,G03,G,Drug;G03AC05,G03AC,G03A,G03,G,Drug;L02AB01,L02AB,L02A,L02,L,Drug;G03AA04,G03AA,G03A,G03,G,Drug;G03AB01,G03AB,G03A,G03,G,Drug",CHEMBL1201139
340,DB00352,"L01BB03,L01BB,L01B,L01,L,Drug",CHEMBL727
341,DB00353,"G02AC01,G02AC,G02A,G02,G,Drug;G02AB01,G02AB,G02A,G02,G,Drug",CHEMBL1201356
342,DB00354,"R06AE51,R06AE,R06A,R06,R,Drug;R06AE01,R06AE,R06A,R06,R,Drug",CHEMBL1201271
343,DB00355,"J01DF01,J01DF,J01D,J01,J,Drug",CHEMBL158
344,DB00356,"M03BB03,M03BB,M03B,M03,M,Drug;M03BB53,M03BB,M03B,M03,M,Drug;M03BB73,M03BB,M03B,M03,M,Drug",CHEMBL1371
345,DB00357,"L02BG01,L02BG,L02B,L02,L,Drug",CHEMBL488
346,DB00358,"P01BF02,P01BF,P01B,P01,P,Drug;P01BC02,P01BC,P01B,P01,P,Drug",CHEMBL416956
347,DB00359,"J01EE06,J01EE,J01E,J01,J,Drug;J01EC02,J01EC,J01E,J01,J,Drug;G01AE10,G01AE,G01A,G01,G,Drug;J01EE02,J01EE,J01E,J01,J,Drug",CHEMBL439
348,DB00360,"A16AX07,A16AX,A16A,A16,A,Drug",CHEMBL1201774
349,DB00361,"L01CA04,L01CA,L01C,L01,L,Drug",CHEMBL553025
350,DB00362,"J02AX06,J02AX,J02A,J02,J,Drug",CHEMBL264241
351,DB00363,"N05AH02,N05AH,N05A,N05,N,Drug",CHEMBL42
352,DB00364,"A02BX02,A02BX,A02B,A02,A,Drug",CHEMBL2029132
353,DB00365,"J01MA11,J01MA,J01M,J01,J,Drug",CHEMBL583
354,DB00366,"R06AA09,R06AA,R06A,R06,R,Drug;R06AA59,R06AA,R06A,R06,R,Drug",CHEMBL1004
355,DB00367,"G03AB03,G03AB,G03A,G03,G,Drug;G03AD01,G03AD,G03A,G03,G,Drug;G03AC03,G03AC,G03A,G03,G,Drug;G03FB09,G03FB,G03F,G03,G,Drug;G03AA07,G03AA,G03A,G03,G,Drug;G03FA11,G03FA,G03F,G03,G,Drug",CHEMBL1389
356,DB00368,"C01CA03,C01CA,C01C,C01,C,Drug",CHEMBL1437
357,DB00369,"J05AB12,J05AB,J05A,J05,J,Drug",CHEMBL152
358,DB00370,"N06AX11,N06AX,N06A,N06,N,Drug",CHEMBL654
359,DB00371,"N05BC51,N05BC,N05B,N05,N,Drug;N05CX01,N05CX,N05C,N05,N,Drug;N05BC01,N05BC,N05B,N05,N,Drug",CHEMBL979
360,DB00372,"R06AD03,R06AD,R06A,R06,R,Drug",CHEMBL1378
361,DB00373,"C07AA06,C07AA,C07A,C07,C,Drug;S01ED51,S01ED,S01E,S01,S,Drug;C07BA06,C07BA,C07B,C07,C,Drug;C07DA06,C07DA,C07D,C07,C,Drug;S01ED01,S01ED,S01E,S01,S,Drug",CHEMBL499
362,DB00374,"B01AC21,B01AC,B01A,B01,B,Drug",CHEMBL1237119
363,DB00375,"C10AC02,C10AC,C10A,C10,C,Drug",CHEMBL1909303
364,DB00376,"N04AA01,N04AA,N04A,N04,N,Drug",CHEMBL1490
365,DB00377,"A04AA55,A04AA,A04A,A04,A,Drug;A04AA05,A04AA,A04A,A04,A,Drug",CHEMBL1189679
366,DB00378,"G03FA14,G03FA,G03F,G03,G,Drug;G03DB01,G03DB,G03D,G03,G,Drug;G03FB08,G03FB,G03F,G03,G,Drug",CHEMBL1200853
367,DB00379,"C01BB02,C01BB,C01B,C01,C,Drug",CHEMBL558
368,DB00380,"V03AF02,V03AF,V03A,V03,V,Drug",CHEMBL1738
369,DB00381,"C09XA54,C09XA,C09X,C09,C,Drug;C10BX07,C10BX,C10B,C10,C,Drug;C09BB03,C09BB,C09B,C09,C,Drug;C09BB04,C09BB,C09B,C09,C,Drug;C07FB07,C07FB,C07F,C07,C,Drug;C09DB06,C09DB,C09D,C09,C,Drug;C10BX18,C10BX,C10B,C10,C,Drug;C07FB12,C07FB,C07F,C07,C,Drug;C09DB05,C09DB,C09D,C09,C,Drug;C09XA53,C09XA,C09X,C09,C,Drug;C10BX03,C10BX,C10B,C10,C,Drug;C07FB13,C07FB,C07F,C07,C,Drug;C08CA01,C08CA,C08C,C08,C,Drug;C09BX04,C09BX,C09B,C09,C,Drug;C09BX03,C09BX,C09B,C09,C,Drug;C09DB04,C09DB,C09D,C09,C,Drug;C09DX03,C09DX,C09D,C09,C,Drug;C08GA02,C08GA,C08G,C08,C,Drug;C09DB07,C09DB,C09D,C09,C,Drug;C09DX06,C09DX,C09D,C09,C,Drug;C09BX01,C09BX,C09B,C09,C,Drug;C10BX11,C10BX,C10B,C10,C,Drug;C09DB02,C09DB,C09D,C09,C,Drug;C10BX09,C10BX,C10B,C10,C,Drug;C08CA51,C08CA,C08C,C08,C,Drug;C09DX01,C09DX,C09D,C09,C,Drug;C09DB09,C09DB,C09D,C09,C,Drug;C09DB01,C09DB,C09D,C09,C,Drug;C10BX14,C10BX,C10B,C10,C,Drug;C09BB07,C09BB,C09B,C09,C,Drug;C09DX07,C09DX,C09D,C09,C,Drug",CHEMBL1491
370,DB00382,"N06DA01,N06DA,N06D,N06,N,Drug",CHEMBL95
371,DB00383,"A03AA01,A03AA,A03A,A03,A,Drug;A03CA03,A03CA,A03C,A03,A,Drug",CHEMBL1495
372,DB00384,"C03DB02,C03DB,C03D,C03,C,Drug",CHEMBL585
373,DB00385,"L01DB09,L01DB,L01D,L01,L,Drug",CHEMBL1096885
374,DB00387,"N04AA04,N04AA,N04A,N04,N,Drug",CHEMBL86715
375,DB00388,"S01FB01,S01FB,S01F,S01,S,Drug;R01AB01,R01AB,R01A,R01,R,Drug;C01CA06,C01CA,C01C,C01,C,Drug;R01AA04,R01AA,R01A,R01,R,Drug;S01FB51,S01FB,S01F,S01,S,Drug;R01BA53,R01BA,R01B,R01,R,Drug;S01GA05,S01GA,S01G,S01,S,Drug;S01GA55,S01GA,S01G,S01,S,Drug;R01BA03,R01BA,R01B,R01,R,Drug",CHEMBL1215
376,DB00389,"H03BB01,H03BB,H03B,H03,H,Drug",CHEMBL508102
377,DB00390,"C01AA05,C01AA,C01A,C01,C,Drug",CHEMBL1751
378,DB00391,"N05AL01,N05AL,N05A,N05,N,Drug",CHEMBL26
379,DB00392,"N04AA05,N04AA,N04A,N04,N,Drug",CHEMBL1206
380,DB00393,"C08CA06,C08CA,C08C,C08,C,Drug",CHEMBL1428
381,DB00394,"D07CC04,D07CC,D07C,D07,D,Drug;R03AL09,R03AL,R03A,R03,R,Drug;R03BA01,R03BA,R03B,R03,R,Drug;D07AC15,D07AC,D07A,D07,D,Drug;R03AK08,R03AK,R03A,R03,R,Drug;R03AK13,R03AK,R03A,R03,R,Drug;R01AD01,R01AD,R01A,R01,R,Drug;A07EA07,A07EA,A07E,A07,A,Drug",CHEMBL1200500
382,DB00395,"M03BA02,M03BA,M03B,M03,M,Drug;M03BA72,M03BA,M03B,M03,M,Drug;M03BA52,M03BA,M03B,M03,M,Drug",CHEMBL1233
383,DB00396,"G03FA04,G03FA,G03F,G03,G,Drug;G03DA04,G03DA,G03D,G03,G,Drug",CHEMBL103
384,DB00397,"R01BA51,R01BA,R01B,R01,R,Drug;R01BA01,R01BA,R01B,R01,R,Drug",CHEMBL61006
385,DB00398,"L01EX02,L01EX,L01E,L01,L,Drug",CHEMBL1336
386,DB00399,"M05BB08,M05BB,M05B,M05,M,Drug;M05BA08,M05BA,M05B,M05,M,Drug",CHEMBL924
387,DB00400,"D01BA01,D01BA,D01B,D01,D,Drug;D01AA08,D01AA,D01A,D01,D,Drug",CHEMBL562
388,DB00401,"C08CA07,C08CA,C08C,C08,C,Drug",CHEMBL1726
389,DB00402,"N05CF04,N05CF,N05C,N05,N,Drug",CHEMBL1522
390,DB00403,"V04CC04,V04CC,V04C,V04,V,Drug",CHEMBL1201355
391,DB00404,"N05BA12,N05BA,N05B,N05,N,Drug",CHEMBL661
392,DB00405,"R06AB06,R06AB,R06A,R06,R,Drug;R06AB56,R06AB,R06A,R06,R,Drug",CHEMBL1201287
393,DB00406,"G01AX09,G01AX,G01A,G01,G,Drug;D01AE02,D01AE,D01A,D01,D,Drug",CHEMBL459265
394,DB00407,Drug,
395,DB00408,"N05AH01,N05AH,N05A,N05,N,Drug",CHEMBL831
396,DB00409,"N05AL04,N05AL,N05A,N05,N,Drug",CHEMBL22242
397,DB00410,"R01AX06,R01AX,R01A,R01,R,Drug;D06AX09,D06AX,D06A,D06,D,Drug",CHEMBL719
398,DB00411,"N07AB01,N07AB,N07A,N07,N,Drug;S01EB02,S01EB,S01E,S01,S,Drug",CHEMBL965
399,DB00412,"A10BD04,A10BD,A10B,A10,A,Drug;A10BG02,A10BG,A10B,A10,A,Drug;A10BD03,A10BD,A10B,A10,A,Drug",CHEMBL121
400,DB00413,"N04BC05,N04BC,N04B,N04,N,Drug",CHEMBL301265
401,DB00414,"A10BB31,A10BB,A10B,A10,A,Drug",CHEMBL1589
402,DB00415,"J01CR50,J01CR,J01C,J01,J,Drug;J01CA51,J01CA,J01C,J01,J,Drug;J01CA01,J01CA,J01C,J01,J,Drug;S01AA19,S01AA,S01A,S01,S,Drug",CHEMBL174
403,DB00416,Drug,CHEMBL1739
404,DB00417,"J01CR50,J01CR,J01C,J01,J,Drug;J01CE10,J01CE,J01C,J01,J,Drug;J01CE02,J01CE,J01C,J01,J,Drug",CHEMBL615
405,DB00418,"N05CB01,N05CB,N05C,N05,N,Drug;N05CA06,N05CA,N05C,N05,N,Drug",CHEMBL447
406,DB00419,"A16AX06,A16AX,A16A,A16,A,Drug",CHEMBL1029
407,DB00420,"N05AA03,N05AA,N05A,N05,N,Drug",CHEMBL564
408,DB00421,"C03DA01,C03DA,C03D,C03,C,Drug",CHEMBL1393
409,DB00422,"N06BA04,N06BA,N06B,N06,N,Drug",CHEMBL796
410,DB00423,"M03BA73,M03BA,M03B,M03,M,Drug;M03BA03,M03BA,M03B,M03,M,Drug;M03BA53,M03BA,M03B,M03,M,Drug",CHEMBL1201117
411,DB00424,"A03BA03,A03BA,A03B,A03,A,Drug;A03CB31,A03CB,A03C,A03,A,Drug",CHEMBL1331216
412,DB00425,"N05CF02,N05CF,N05C,N05,N,Drug",CHEMBL911
413,DB00426,"J05AB09,J05AB,J05A,J05,J,Drug;S01AD07,S01AD,S01A,S01,S,Drug",CHEMBL880
414,DB00427,"R06AX07,R06AX,R06A,R06,R,Drug",CHEMBL855
415,DB00428,"L01AD04,L01AD,L01A,L01,L,Drug",CHEMBL1603
416,DB00429,"G02AD04,G02AD,G02A,G02,G,Drug",CHEMBL1237105
417,DB00430,"J01DD11,J01DD,J01D,J01,J,Drug",CHEMBL1201204
418,DB00431,"P03AB02,P03AB,P03A,P03,P,Drug",CHEMBL15891
419,DB00432,"L01BC59,L01BC,L01B,L01,L,Drug;S01AD02,S01AD,S01A,S01,S,Drug",CHEMBL1129
420,DB00433,"N05AB04,N05AB,N05A,N05,N,Drug",CHEMBL728
421,DB00434,"R06AX02,R06AX,R06A,R06,R,Drug",CHEMBL516
422,DB00435,"R07AX01,R07AX,R07A,R07,R,Drug",CHEMBL1200689
423,DB00436,"C03AB01,C03AB,C03A,C03,C,Drug;C03EA13,C03EA,C03E,C03,C,Drug;G01AE10,G01AE,G01A,G01,G,Drug;C03AA01,C03AA,C03A,C03,C,Drug",CHEMBL1684
424,DB00437,"M04AA01,M04AA,M04A,M04,M,Drug;M04AA51,M04AA,M04A,M04,M,Drug",CHEMBL1467
425,DB00438,"J01DD02,J01DD,J01D,J01,J,Drug",CHEMBL44354
426,DB00439,"C10AA06,C10AA,C10A,C10,C,Drug",CHEMBL1477
427,DB00440,"J01EE03,J01EE,J01E,J01,J,Drug;J01EA01,J01EA,J01E,J01,J,Drug;J04AM08,J04AM,J04A,J04,J,Drug;J01EE01,J01EE,J01E,J01,J,Drug;J01EE04,J01EE,J01E,J01,J,Drug;J01EE02,J01EE,J01E,J01,J,Drug;J01EE05,J01EE,J01E,J01,J,Drug;J01EE07,J01EE,J01E,J01,J,Drug",CHEMBL22
428,DB00441,"L01BC05,L01BC,L01B,L01,L,Drug",CHEMBL888
429,DB00442,"J05AF10,J05AF,J05A,J05,J,Drug",CHEMBL713
430,DB00443,"R01AD06,R01AD,R01A,R01,R,Drug;D07BC01,D07BC,D07B,D07,D,Drug;S01BA06,S01BA,S01B,S01,S,Drug;S01BB04,S01BB,S01B,S01,S,Drug;S01CB04,S01CB,S01C,S01,S,Drug;H02AB01,H02AB,H02A,H02,H,Drug;C05AA05,C05AA,C05A,C05,C,Drug;S03CA06,S03CA,S03C,S03,S,Drug;D07XC01,D07XC,D07X,D07,D,Drug;D07AC01,D07AC,D07A,D07,D,Drug;A07EA04,A07EA,A07E,A07,A,Drug;S02BA07,S02BA,S02B,S02,S,Drug;R03BA04,R03BA,R03B,R03,R,Drug;S03BA03,S03BA,S03B,S03,S,Drug;S01CA05,S01CA,S01C,S01,S,Drug;D07CC01,D07CC,D07C,D07,D,Drug",CHEMBL632
431,DB00444,"L01CB02,L01CB,L01C,L01,L,Drug",CHEMBL452231
432,DB00445,"L01DB03,L01DB,L01D,L01,L,Drug",CHEMBL417
433,DB00446,"D06AX02,D06AX,D06A,D06,D,Drug;S02AA01,S02AA,S02A,S02,S,Drug;D10AF03,D10AF,D10A,D10,D,Drug;S01AA01,S01AA,S01A,S01,S,Drug;G01AA05,G01AA,G01A,G01,G,Drug;J01BA01,J01BA,J01B,J01,J,Drug;S03AA08,S03AA,S03A,S03,S,Drug",CHEMBL130
434,DB00447,"J01DC08,J01DC,J01D,J01,J,Drug",CHEMBL1013
435,DB00448,"A02BC03,A02BC,A02B,A02,A,Drug;A02BD02,A02BD,A02B,A02,A,Drug;A02BD07,A02BD,A02B,A02,A,Drug;A02BD09,A02BD,A02B,A02,A,Drug;A02BD10,A02BD,A02B,A02,A,Drug;A02BD03,A02BD,A02B,A02,A,Drug;A02BC53,A02BC,A02B,A02,A,Drug",CHEMBL480
436,DB00449,"S01EA02,S01EA,S01E,S01,S,Drug",CHEMBL1201262
437,DB00450,"N05AD08,N05AD,N05A,N05,N,Drug",CHEMBL1108
438,DB00451,"H03AA01,H03AA,H03A,H03,H,Drug",CHEMBL1624
439,DB00452,"D09AA01,D09AA,D09A,D09,D,Drug;R01AX08,R01AX,R01A,R01,R,Drug;S01AA07,S01AA,S01A,S01,S,Drug",CHEMBL184618
440,DB00453,"J01AA11,J01AA,J01A,J01,J,Drug",CHEMBL2106071
441,DB00454,"N02AB02,N02AB,N02A,N02,N,Drug;N02AB72,N02AB,N02A,N02,N,Drug;N02AB52,N02AB,N02A,N02,N,Drug;N02AG03,N02AG,N02A,N02,N,Drug",CHEMBL607
442,DB00455,"R06AX13,R06AX,R06A,R06,R,Drug",CHEMBL998
443,DB00456,"J01DB03,J01DB,J01D,J01,J,Drug",CHEMBL617
444,DB00457,"C02LE01,C02LE,C02L,C02,C,Drug;C02CA01,C02CA,C02C,C02,C,Drug",CHEMBL2
445,DB00458,"N06AA02,N06AA,N06A,N06,N,Drug",CHEMBL11
446,DB00459,"D05BB02,D05BB,D05B,D05,D,Drug",CHEMBL1131
447,DB00460,"S01LA01,S01LA,S01L,S01,S,Drug",CHEMBL2052016
448,DB00461,"M01AX01,M01AX,M01A,M01,M,Drug",CHEMBL1070
449,DB00462,Drug,CHEMBL1354199
450,DB00463,"N03AA30,N03AA,N03A,N03,N,Drug",CHEMBL450
451,DB00464,"C05BB04,C05BB,C05B,C05,C,Drug",CHEMBL1200354
452,DB00465,"M01AB15,M01AB,M01A,M01,M,Drug;S01FB51,S01FB,S01F,S01,S,Drug;S01BC05,S01BC,S01B,S01,S,Drug",CHEMBL469
453,DB00466,Drug,CHEMBL1908342
454,DB00467,"J01MA04,J01MA,J01M,J01,J,Drug",CHEMBL826
455,DB00468,"M09AA72,M09AA,M09A,M09,M,Drug;P01BC01,P01BC,P01B,P01,P,Drug",CHEMBL170
456,DB00469,"M01AC02,M01AC,M01A,M01,M,Drug",CHEMBL302795
457,DB00470,"A04AD10,A04AD,A04A,A04,A,Drug",CHEMBL465
458,DB00471,"R03DC03,R03DC,R03D,R03,R,Drug;R03DC53,R03DC,R03D,R03,R,Drug",CHEMBL787
459,DB00472,"N06CA03,N06CA,N06C,N06,N,Drug;N06AB03,N06AB,N06A,N06,N,Drug",CHEMBL41
460,DB00473,Drug,CHEMBL1197
461,DB00474,"N05CB01,N05CB,N05C,N05,N,Drug;N01AF01,N01AF,N01A,N01,N,Drug;N05CA15,N05CA,N05C,N05,N,Drug",CHEMBL7413
462,DB00475,"N05BA02,N05BA,N05B,N05,N,Drug",CHEMBL451
463,DB00476,"N06AX21,N06AX,N06A,N06,N,Drug",CHEMBL1175
464,DB00477,"N05AA01,N05AA,N05A,N05,N,Drug",CHEMBL71
465,DB00478,"J05AC02,J05AC,J05A,J05,J,Drug",CHEMBL959
466,DB00479,"S01AA21,S01AA,S01A,S01,S,Drug;D06AX12,D06AX,D06A,D06,D,Drug;J01GB06,J01GB,J01G,J01,J,Drug;J01RA06,J01RA,J01R,J01,J,Drug",CHEMBL177
467,DB00480,"L04AX04,L04AX,L04A,L04,L,Drug",CHEMBL848
